Category,Product Name,SKU,Image URLs,Price,Sizes,Colors
ao-bong-da-ban-player-2022,Al nassr home 23-24 bản player full bộ,al-nassr-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa7602_747762ab747c477bb9fb9218a5a3ab35_master.jpg, https://product.hstatic.net/200000580329/product/skaa7603_ce6443861b024ebeaf29eeeee1eeb3d8_master.jpg, https://product.hstatic.net/200000580329/product/skaa7604_d9cfa2d94a764f2aaa23d51b74ada510_master.jpg, https://product.hstatic.net/200000580329/product/skaa7607_4326fa6f5e084d128fc684980605ac15_master.jpg","400,000₫",,
ao-bong-da-ban-player-2022,Real Madrid 3rd 23-24 bản player full bộ,real-madrid-3rd-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa7593_82a56ed07f2f45f8a43df9c062c299fe_master.jpg, https://product.hstatic.net/200000580329/product/skaa7596_a0914395ce814204aac6bda015343643_master.jpg, https://product.hstatic.net/200000580329/product/skaa7598_13e9a74d21864d9a9e82438fa15f3e5c_master.jpg, https://product.hstatic.net/200000580329/product/skaa7600_fb382ff6016e40febf3472437dc4fb74_master.jpg","400,000₫",,
ao-bong-da-ban-player-2022,Tottenham home 23-24 bản player full bộ,tottenham-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa7583_54afa3df84a843e79b642980962f82f4_master.jpg, https://product.hstatic.net/200000580329/product/skaa7586_7d55d389590c428098fd5089c76618e0_master.jpg, https://product.hstatic.net/200000580329/product/skaa7588_95118572d7d141258206ea25f243a2b3_master.jpg, https://product.hstatic.net/200000580329/product/skaa7590_5f3ec0f2352741c896c2d6bc8768cd7d_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Chelsea home 23-24 bản player full bộ,chelsea-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa7236_67b5c0916fa94ec8b8e3547aa7630208_master.jpg, https://product.hstatic.net/200000580329/product/skaa7609_372b045bcb7f4509b8adf5d1e52d5bc8_master.jpg, https://product.hstatic.net/200000580329/product/skaa7611_2d124dda4ad543a4a318eaf1f4a239b6_master.jpg, https://product.hstatic.net/200000580329/product/skaa7241_b988a7fa598e44719548d4e218cb81b4_master.jpg, https://product.hstatic.net/200000580329/product/skaa7243_61c9e482e863442eac6bcaec3d001ace_master.jpg","400,000₫","S, M, L, XL","Có Logo, Không logo tài trợ"
ao-bong-da-ban-player-2022,MU home 23-24 bản Player full bộ,mu-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa2515_c1d5e05000d74dcbb3c8594d0d005490_master.jpg, https://product.hstatic.net/200000580329/product/skaa2526_1b2a1ce26151424499ed00c24e136b7c_master.jpg, https://product.hstatic.net/200000580329/product/skaa2522_9bb42525e11e4e2a903da62f7aeadcb1_master.jpg, https://product.hstatic.net/200000580329/product/skaa2527_7e0989996f424adb9c9ad3d923b201b7_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,MU 3rd 23-24 bản player full bộ,mu-3rd-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa7277_ba12f041f24743c29ffdc371b60c7fe8_master.jpg, https://product.hstatic.net/200000580329/product/skaa7281_8b3adaf2f47a4ed694d31f6f79faf437_master.jpg, https://product.hstatic.net/200000580329/product/skaa7282_1b275acddbd44ca999530d411b831477_master.jpg, https://product.hstatic.net/200000580329/product/skaa7285_570200c36637405ba4dafc6c560e0097_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Inter miami home 23-24 bản Player full bộ,inter-miami-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa2506_49b064b29033486fa5987aaccfc58693_master.jpg, https://product.hstatic.net/200000580329/product/skaa2510_cf72c316ea88409cb1789aa1ce1084d3_master.jpg, https://product.hstatic.net/200000580329/product/skaa2507_1f4e1dcf959642d9abd220d41dfcce7b_master.jpg, https://product.hstatic.net/200000580329/product/skaa2513_6b1065c72b4e4b6ebbdfffc45df943e6_master.jpg","400,000₫","S, M, L, XL, XXL",
ao-bong-da-ban-player-2022,Real home 23-24 bản Player full bộ,real-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa4707_3f334dc7cc5043dc8af1f8522d021edd_master.jpg, https://product.hstatic.net/200000580329/product/skaa4713_23fc7882391241d2b9e3b21d5e155cb8_master.jpg, https://product.hstatic.net/200000580329/product/skaa4711_c5c629e2150a48f9a5b8e440c5e62ca4_master.jpg, https://product.hstatic.net/200000580329/product/skaa4715_b3ffcdc113dd4248b315882a13696214_master.jpg","400,000₫",,
ao-bong-da-ban-player-2022,Inter Miami away 23-24 bản player full bộ,inter-miami-away-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa7257_a93cd8bfc10d49be9a244c7faaf97cf4_master.jpg, https://product.hstatic.net/200000580329/product/skaa7259_6f8668d110514b9f8432835c86433f47_master.jpg, https://product.hstatic.net/200000580329/product/skaa7260_bb39c16a6b1847309cf0d199706a8f30_master.jpg, https://product.hstatic.net/200000580329/product/skaa7266_6a0a3d732da24db5ba4b8bae8d475da1_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Arsenal home 23-24 bản Player full bộ,arsenal-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa4671_f7f9f291661a43ffa951b7927d735944_master.jpg, https://product.hstatic.net/200000580329/product/skaa4677_2d3a6100596b41548efa7c219c237296_master.jpg, https://product.hstatic.net/200000580329/product/skaa4675_3611887439a943bdadabe3e514b18dbb_master.jpg, https://product.hstatic.net/200000580329/product/skaa4686_864811b79d434dac88ec4d776dfcf84f_master.jpg","400,000₫",,
ao-bong-da-ban-player-2022,Mancity home 23-24 bản Player full bộ,mancity-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa4718_3a9c707f1b134490b9a480e21ef7d05e_master.jpg, https://product.hstatic.net/200000580329/product/skaa4724_f32588c704774a5391c186681dfd17ff_master.jpg, https://product.hstatic.net/200000580329/product/skaa4722_852729c0dae142278b5941ea56fe62a0_master.jpg, https://product.hstatic.net/200000580329/product/skaa4726_0603904e17cd46fc8a0c0f8d341606f3_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Real Madrid away 23-24 bản player full bộ,real-madrid-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa7268_308f6e2c03ea4812b04410e5664aec74_master.jpg, https://product.hstatic.net/200000580329/product/skaa7272_8c831fd978d04e86bfd3ae1f8f236c3d_master.jpg, https://product.hstatic.net/200000580329/product/skaa7270_82400504319f4a669f0c3f57ba4b779b_master.jpg, https://product.hstatic.net/200000580329/product/skaa7273_fccc46318cd24c3ea3d9cd63d48b6b99_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Liver home 23-24 bản Player full bộ,liver-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa4656_7e97d1e53aef46f5b88da55d1310f155_master.jpg, https://product.hstatic.net/200000580329/product/skaa4662_b6a799fdaab24cec9092ae36dded8960_master.jpg, https://product.hstatic.net/200000580329/product/skaa4659_f6a007a9f50c4a35b2bd65a3bc004767_master.jpg, https://product.hstatic.net/200000580329/product/skaa4667_475ab8dff7ac43b7a41b31a550cd108f_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Áo AC Milan away 23-24 bản player,ao-ac-milan-away-23-24-ban-player,"https://product.hstatic.net/200000580329/product/skaa7247_a509db89886a4343a2e2138129f1f725_master.jpg, https://product.hstatic.net/200000580329/product/skaa7248_0937bbbb479e4ba48707b07105b42092_master.jpg, https://product.hstatic.net/200000580329/product/skaa7253_8780fe933043443298919a85fd850c6f_master.jpg, https://product.hstatic.net/200000580329/product/skaa7255_36957b4e062d4f3fbe00bc5e52666519_master.jpg","330,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Newcastle home 23-24 bản player full bộ,newcastle-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa7222_5f91069e216c4ca6bb222ef3aac864ab_master.jpg, https://product.hstatic.net/200000580329/product/skaa7227_5069aa498d4143a3bd4422fe20bbdda7_master.jpg, https://product.hstatic.net/200000580329/product/skaa7231_0ae884e541b94b85ac3c8f8c30d5a05f_master.jpg, https://product.hstatic.net/200000580329/product/skaa7234_62b1143d847f4776b9086782129d7937_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Barca home 23-24 bản Player full bộ,barca-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa2532_21d012fb44fd48f2a814033ec3d12a01_master.jpg, https://product.hstatic.net/200000580329/product/skaa2537_52d974667316412495d2ec9268539df1_master.jpg, https://product.hstatic.net/200000580329/product/skaa2539_bea5ab851d8a45bb9fe6263ddff73b23_master.jpg, https://product.hstatic.net/200000580329/product/skaa2544_a2e61b428dab46979e2c37a46b798c6b_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Juve home 23-24 bản Player full bộ,juve-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa2548_f43b2368bb674383967bd9de3db6e776_master.jpg, https://product.hstatic.net/200000580329/product/skaa2551_1e2b0f749046494fb1657fe7e6337c83_master.jpg, https://product.hstatic.net/200000580329/product/skaa2555_987520df69f94078b9b147e370bc75e2_master.jpg, https://product.hstatic.net/200000580329/product/skaa2560_1ba6feda807c4747b59792973d1398dc_master.jpg","400,000₫","M, L, XL",
ao-bong-da-ban-player-2022,Dortmund home 23-24 bản Player full bộ,dortmund-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa2564_e47e1f7bf7134e52a245c1155e73e7b7_master.jpg, https://product.hstatic.net/200000580329/product/skaa2567_9c9a0efae5a3472dace55c124bb10239_master.jpg, https://product.hstatic.net/200000580329/product/skaa2569_60af34301b5e4d90af68ad5126c35a20_master.jpg, https://product.hstatic.net/200000580329/product/skaa2573_3072f2b1c0994ce19743427d4f0a718d_master.jpg","400,000₫","M, L, XL",
ao-bong-da-ban-player-2022,Bayern home 23-24 bản Player full bộ,bayern-home-23-24-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa4690_dc1fa398f7164f33b59d25d05edef5c2_master.jpg, https://product.hstatic.net/200000580329/product/skaa4697_3e81241ad6684aec8081f522fb84b9a2_master.jpg, https://product.hstatic.net/200000580329/product/skaa4695_adf376d78c304565a05349aa54c6d7ce_master.jpg, https://product.hstatic.net/200000580329/product/skaa4702_3744ce8bb5da44e28ffe2201cbb45ee7_master.jpg","400,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Arsenal Training 22-23,arsenal-training-22-23,"https://product.hstatic.net/200000580329/product/skaa3774_35471674cfc049b8b9aec00fb589080c_master.jpg, https://product.hstatic.net/200000580329/product/skaa3784_351d48f0b2ee4893a0de6c974943dd6e_master.jpg, https://product.hstatic.net/200000580329/product/skaa3778_04c0b09a855c403eb48586010fcaee35_master.jpg, https://product.hstatic.net/200000580329/product/skaa3781_e27c822c4cc744428cd281305c10a594_master.jpg","320,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Real home 22-23 bản Player full bộ,real-home-22-23-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10163_3c8499a156c546c198e8f909d462bd02_master.jpg, https://product.hstatic.net/200000580329/product/nmd10164_af0bb065a69a4256a13ec5fd28a46fe9_master.jpg, https://product.hstatic.net/200000580329/product/nmd10168_a4342e6f041b49c99fc42825c2c47034_master.jpg, https://product.hstatic.net/200000580329/product/nmd10170_b260a8b910f243ec8ab8744257280855_master.jpg","385,000₫",,
ao-bong-da-ban-player-2022,Man city home 22-23 bản Player full bộ,man-city-home-22-23-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10203_f6e4998b7a9f48ca9586926d4fb6e421_master.jpg, https://product.hstatic.net/200000580329/product/nmd10205_8efa4f4401ad415cb5dd245d42ac1aa2_master.jpg, https://product.hstatic.net/200000580329/product/nmd10208_cc5e0de87da846f59f6deb68c8d1e61a_master.jpg, https://product.hstatic.net/200000580329/product/nmd10210_50b8f7e630634022b87402baed08ae8d_master.jpg","385,000₫",,
ao-bong-da-ban-player-2022,Inter home 22-23 bản Player,inter-home-22-23-ban-player,"https://product.hstatic.net/200000580329/product/nmd10121_97eb0746d81646358a5a0c845de0ab8a_master.jpg, https://product.hstatic.net/200000580329/product/nmd10123_67913e0f31af40d59371fbd050d445ea_master.jpg, https://product.hstatic.net/200000580329/product/nmd10125_d3be6c9c093a4ab89952786b5f84c2f2_master.jpg, https://product.hstatic.net/200000580329/product/nmd10126_3a0814de942941ccbd4e980a5a653c84_master.jpg","385,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,MU home 22-23 bản Player full bộ,mu-home-22-23-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10065_7d8ec1493f6f479f8fbe5d2a1dc194fb_master.jpg, https://product.hstatic.net/200000580329/product/nmd10068_774121aad3c5430fb030f3ecb141b086_master.jpg, https://product.hstatic.net/200000580329/product/nmd10071_1529c8f3255949a2a51735045cb2ff8f_master.jpg, https://product.hstatic.net/200000580329/product/nmd10074_758f74ddd531438e92b6cbbf71f6a991_master.jpg","385,000₫","S, M, L, XL, XXL",
ao-bong-da-ban-player-2022,Man city away 22-23 bản Player full bộ,man-city-away-22-23-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10180_368c9c9977bb46b3a3d07a19fa49f947_master.jpg, https://product.hstatic.net/200000580329/product/nmd10183_c9cfc52e82084f7e80031a564c1d8de5_master.jpg, https://product.hstatic.net/200000580329/product/nmd10185_f285aa093688450c83b52662fa472a5f_master.jpg, https://product.hstatic.net/200000580329/product/nmd10188_09f84e134d884cdeaab510cdcff1eb91_master.jpg","385,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Real away 22-23 bản Player full bộ,real-away-22-23-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10172_ecc8cde92b3644d7b18bd46546fc9852_master.jpg, https://product.hstatic.net/200000580329/product/nmd10175_cbf3d6c39d914f019c916cfcb56e543d_master.jpg, https://product.hstatic.net/200000580329/product/nmd10176_bedf9ffa053f480ca87ed9749c99aa65_master.jpg, https://product.hstatic.net/200000580329/product/nmd10179_a84f4e20e1c1483da0be75fc678acca2_master.jpg","385,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,MU away 22-23 bản Player full bộ,mu-away-22-23-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10052_b4ab21dcd75f4f98ba7925b4d8649761_master.jpg, https://product.hstatic.net/200000580329/product/nmd10056_c81800f22d0942e39a6dd78c2e194813_master.jpg, https://product.hstatic.net/200000580329/product/nmd10057_bab7860ac9ad47a3bdd77836bdf26072_master.jpg, https://product.hstatic.net/200000580329/product/nmd10062_4280385d7c414d258384c17feea59120_master.jpg","385,000₫","S, M, L, XL, XXL",
ao-bong-da-ban-player-2022,Man City 3rd 22-23 bản player full bộ,man-city-3rd-22-23-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/skaa3793_32180c03569446bbbf12eccec347c23a_master.jpg, https://product.hstatic.net/200000580329/product/skaa3799_14ad71c568414b7ea4740ff1a0eeb1f5_master.jpg, https://product.hstatic.net/200000580329/product/skaa3801_37b699591dae455f8156a28f4dd12faa_master.jpg, https://product.hstatic.net/200000580329/product/skaa3809_9a43d3f38ebf4ad386388a50c766d6a3_master.jpg","385,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Nhật sân nhà WC22 bản Player full bộ,nhat-san-nha-wc22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd14744_fa07c83ec5894f2ea386b8938e26e9a9_master.jpg, https://product.hstatic.net/200000580329/product/nmd14745_5e346cbe24bb4677aa17b10ecb5d9c4d_master.jpg, https://product.hstatic.net/200000580329/product/nmd14747_278c13c257604a4992e681d66f003d7f_master.jpg, https://product.hstatic.net/200000580329/product/nmd14749_1691c867cb6f4540b7b49f759116f037_master.jpg","347,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Pháp sân nhà WC22 bản Player full bộ,phap-san-nha-wc22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd14734_4c1a41382a8243b1a53288b154a07896_master.jpg, https://product.hstatic.net/200000580329/product/nmd14736_2c14376026ab4d3ea1d5cc55ddf649ca_master.jpg, https://product.hstatic.net/200000580329/product/nmd14739_45c486caecd948d9a266f83cdea70d8e_master.jpg, https://product.hstatic.net/200000580329/product/nmd14741_01ca1cc8a83d456082397320cb079e48_master.jpg","347,000₫",,
ao-bong-da-ban-player-2022,Bỉ sân nhà WC22 bản Player full bộ,bi-san-nha-wc22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd14720_99763406b66c47ecaecab0a3136baf5c_master.jpg, https://product.hstatic.net/200000580329/product/nmd14732_dc181e1bd85c4daa9f3f0309952e9b49_master.jpg, https://product.hstatic.net/200000580329/product/nmd14723_03df430cc4ef47c9b45ff1cd795f6488_master.jpg, https://product.hstatic.net/200000580329/product/nmd14730_c25aa7d7dd0b44949605a8f2d46530ec_master.jpg","308,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Tuyển Anh sân nhà WC22 bản player full bộ,tuyen-anh-san-nha-wc22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd14703_17c687ca23f64127bba87f78dcb26814_master.jpg, https://product.hstatic.net/200000580329/product/nmd14714_7bdc5cccb55649369bc8562d2d415273_master.jpg, https://product.hstatic.net/200000580329/product/nmd14706_251132e7f7b14f2281ec52d2fb6e33f2_master.jpg, https://product.hstatic.net/200000580329/product/nmd14711_3182b199ef454dfa82b8dc576bcaf970_master.jpg","308,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Hà Lan sân nhà WC22 bản Player full bộ,ha-lan-san-nha-wc22-ban-fan-full-bo-1,"https://product.hstatic.net/200000580329/product/nmd14689_6496a5a863ce4af78970c5a5536457eb_master.jpg, https://product.hstatic.net/200000580329/product/nmd14695_fbe9d7589a73499096fde6ffcefa81a8_master.jpg, https://product.hstatic.net/200000580329/product/nmd14693_c151b96686ef405abc6d9a62bc2b1c1f_master.jpg, https://product.hstatic.net/200000580329/product/nmd14700_ed131fb97f994eca9c1e8c0a2e190a05_master.jpg","308,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Bồ Đào Nha sân nhà WC22 bản Player full bộ,bo-dao-nha-wc22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd14678_5f77db2dfc394152b31530f512f6332e_master.jpg, https://product.hstatic.net/200000580329/product/nmd14684_191a1a704f104e07884bbbd079cf6f6b_master.jpg, https://product.hstatic.net/200000580329/product/nmd14683_f817515b87d04046a069f4af4bd4213b_master.jpg, https://product.hstatic.net/200000580329/product/nmd14685_b31cfc553b094692a4d981f59ae76c75_master.jpg","308,000₫",,
ao-bong-da-ban-player-2022,Argentina WC 22 bản Player full bộ,argentina-wc-22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10020_7a1c72be331049c58c9b5d46c4b8d77f_master.jpg, https://product.hstatic.net/200000580329/product/nmd10024_737f80f2644c45cbadbdfa3c595f8a94_master.jpg, https://product.hstatic.net/200000580329/product/nmd10026_ce92c7b8bfc64c158315444388a18949_master.jpg, https://product.hstatic.net/200000580329/product/nmd10030_14de9a2d885b4207b7ecad3578be0fd4_master.jpg","385,000₫",,
ao-bong-da-ban-player-2022,Tuyển Đức WC22 bản Player full bộ,tuyen-duc-wc22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10043_407204698d0e49b0a4cd022cbbc8cea8_master.jpg, https://product.hstatic.net/200000580329/product/nmd10045_0e185cb7bc30480288ba098b9535064d_master.jpg, https://product.hstatic.net/200000580329/product/nmd10048_1f062ae78b1244caa403aac157562aef_master.jpg, https://product.hstatic.net/200000580329/product/nmd10050_ae46761b4be747d1988eaf7eac30aab7_master.jpg","347,000₫",,
ao-bong-da-ban-player-2022,Brazil home WC22 bản Player full bộ,brazil-home-wc22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10081_164097dd76314ea482193a7d5635434e_master.jpg, https://product.hstatic.net/200000580329/product/nmd10084_123b9ff0bbee4fa78e50b900bbf552e2_master.jpg, https://product.hstatic.net/200000580329/product/nmd10087_d52eb7c775fc4ca5a420fcd6b7765158_master.jpg, https://product.hstatic.net/200000580329/product/nmd10090_57ede4ec11fa4b2db7b6121b43a907a0_master.jpg","347,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Brazil away WC22 bản Player full bộ,brazil-away-wc22-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/nmd10104_765da493b80a4cf3bd610e1159372f3c_master.jpg, https://product.hstatic.net/200000580329/product/nmd10106_0fda2073da524dfbb56d67bc499e774a_master.jpg, https://product.hstatic.net/200000580329/product/nmd10108_5afeb3b964ff4efc94677310afb7da6b_master.jpg, https://product.hstatic.net/200000580329/product/nmd10111_438d00608f7b440cbee7db01e713fba8_master.jpg","308,000₫","S, M, L, XL",
ao-bong-da-ban-player-2022,Arsenal home 22-23 bản player full bộ,arsenal-home-22-23-ban-player-full-bo,"https://product.hstatic.net/200000580329/product/vuvu1171_69eb56a7521c47b485feaf29e668a946_master.jpg, https://product.hstatic.net/200000580329/product/vuvu1176_2a5bb0c649f844d0950d324e2d2f5f71_master.jpg, https://product.hstatic.net/200000580329/product/vuvu1181_61a97f5343884416a96deb0f261ad379_master.jpg, https://product.hstatic.net/200000580329/product/vuvu1182_5ce942e3f1ec4825b52ad127bb969f3a_master.jpg","385,000₫","S, M, L, XL",
